"restaurant_name","restaurant_url","restaurant_user_name","restaurant_user_review"
"Solo","https://www.yelp.com/adredir?ad_business_id=8e3MieLe25mitGD8O9O91A&campaign_id=MeDK1gEqomqvMWDp4kPKgg&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsolo-seattle&request_id=08690f5522864705&signature=0cce65695678b327ec0c942e31e319c9a6682aab9bdd6e45605dafdefdcf89cb&slot=0","Chavisa W.","Hmmm, So this place is nice inside, the food was very, very good. I had the butternut squash pasta, and the cocktails are exceptionally original and tasty.
I'm leaving three starts because the actual service experience was very difficult. I had to perform a block away at eight, and needed to get there by 7:45. I ordered my food at 6:25, and it didn't get to my table till 7:10 (just one bowl of pasta) I asked for my check when the food was brought, because I knew I had to HURRY and things were very hectic in there, and the check was wrong, and because it was at this point impossible to flag down the waitress, I had to go to the bar and stand in a very long line ( like 10 people long) and wait quite a while to have the check fixed, and to pay and leave.
This was all because the place was PACKED for a show, and they only had one waitress on staff, to serve the entire restaurant AND bar.
She was absolutely doing her best, getting everything done as quickly as possible and remained friendly, even in the face of a bad situation. But this was my first time going there, and though I loved the food and drinks, the hectic and tense experience makes me hesitant to go back, but I will maybe give it one more chance, because the chef, at least, is doing something VERY right. Still, the owner needs to adequately staff this establishment."
"Solo","https://www.yelp.com/adredir?ad_business_id=8e3MieLe25mitGD8O9O91A&campaign_id=MeDK1gEqomqvMWDp4kPKgg&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsolo-seattle&request_id=08690f5522864705&signature=0cce65695678b327ec0c942e31e319c9a6682aab9bdd6e45605dafdefdcf89cb&slot=0","Ronald A.","Having drinks with friends who are having dinner prior to theatre. It has a funky atmosphere.
Nice happy hour menu; it has something for those who are watching their diet and those who are not. Truffle popcorn is fabulous. The mixed nuts have a Sweet covering. The dates were warm and stuffed with goat cheese. Wonderful hummus.
The salads are nicely done without too much dressing. Try the lamb meatballs and salivate. The burger was cooked medium well, but was not over done.
The cocktail menu is small, but good. I like the wine and beer menu. The prices are very fair. The service has been wonderful.
Great spot; great time. Come visit."
"Solo","https://www.yelp.com/adredir?ad_business_id=8e3MieLe25mitGD8O9O91A&campaign_id=MeDK1gEqomqvMWDp4kPKgg&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsolo-seattle&request_id=08690f5522864705&signature=0cce65695678b327ec0c942e31e319c9a6682aab9bdd6e45605dafdefdcf89cb&slot=0","Chan T.","Amazing place! Great atmosphere and excellent service. Has an amazing food and drink menu. I recommend the mac and cheese with bacon. A must for anyone in the area."
"Solo","https://www.yelp.com/adredir?ad_business_id=8e3MieLe25mitGD8O9O91A&campaign_id=MeDK1gEqomqvMWDp4kPKgg&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsolo-seattle&request_id=08690f5522864705&signature=0cce65695678b327ec0c942e31e319c9a6682aab9bdd6e45605dafdefdcf89cb&slot=0","Scott N.","Awesome food! Great bartenders and cooks. AIR CONDITIONED. Multilingual 2 boot. Outside streetside seating. Try the cheeseburger and a shot of BPJ."
"Solo","https://www.yelp.com/adredir?ad_business_id=8e3MieLe25mitGD8O9O91A&campaign_id=MeDK1gEqomqvMWDp4kPKgg&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsolo-seattle&request_id=08690f5522864705&signature=0cce65695678b327ec0c942e31e319c9a6682aab9bdd6e45605dafdefdcf89cb&slot=0","Sophie G.","This place has got a chill vibe, old sofas and coffee tables with local art on the walls, a perfect set up to hang out, so you don't expect it to also have great deals and absolutely delicious food and drinks too... BUT IT DOES!!
It's one of the few places left in the city where you can get a cocktail you know someone thought about and put love in to creating without breaking the bank. Most cocktails are around $8 (cheaper during happy hour) and for how delicious the food is it's very moderately priced. Their menu changes with the seasons so I can't say I've tried everything, but I've tried a lot of things on the menu and I've yet to taste anything I dislike. Some of the dishes are very light and health conscious and some are rich and filling, but it's all yummy.
During the day they keep the place pretty lightly staffed so if you're looking for speedy service I'd suggest walking up to the bar.
One thing to be weary about is there's A LOT of events that go on the the area (the ballet, concerts, theater, etc.) so if you happen to go on a night that coincides with one of these events just make sure you plan for a wait on food, it's a small kitchen and they're doing their best but it's hard to keep up when the whole city shows up at one time."
"Solo","https://www.yelp.com/adredir?ad_business_id=8e3MieLe25mitGD8O9O91A&campaign_id=MeDK1gEqomqvMWDp4kPKgg&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsolo-seattle&request_id=08690f5522864705&signature=0cce65695678b327ec0c942e31e319c9a6682aab9bdd6e45605dafdefdcf89cb&slot=0","Eric M.","I went to Solo for the first time and had a great time! The environment is cozy and inviting. The staff were all very cool. The food was outstanding! My wife loved the wings and I had really delicious parsnip latkes on lentils. I highly recommend Solo and will definitely be back soon!"
"Solo","https://www.yelp.com/adredir?ad_business_id=8e3MieLe25mitGD8O9O91A&campaign_id=MeDK1gEqomqvMWDp4kPKgg&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsolo-seattle&request_id=08690f5522864705&signature=0cce65695678b327ec0c942e31e319c9a6682aab9bdd6e45605dafdefdcf89cb&slot=0","Lynn T.","I'm totally blown away by the treatment we received today. After a friend's recommendation, we stopped in at about 6:00PM after a SIFF film. No tables were occupied. A young guy was cleaning up two tables. We asked him if there was a food menu and he plopped a couple on a table and walked off. He was mixing drinks at a fairly quiet bar and NEVER returned to our table for drink or food orders. We left after about 10-15 minutes and I'm sorry we waited so long to leave. The menu looked good and we had decided to have some dinner and beer and sangria. I don't know why we were so rudely treated but suspect that we did not meet their customer age criteria (We're 68 and 72). It was absolutely not busy; we were the only guests seated at a table and since the guy gave us menus, it was definitely dinner time. Will never try that place again."
"Solo","https://www.yelp.com/adredir?ad_business_id=8e3MieLe25mitGD8O9O91A&campaign_id=MeDK1gEqomqvMWDp4kPKgg&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsolo-seattle&request_id=08690f5522864705&signature=0cce65695678b327ec0c942e31e319c9a6682aab9bdd6e45605dafdefdcf89cb&slot=0","Carrie D.","I am visiting from San Francisco and Solo happened to be close to my hotel so I decided to try it out. I am sooooo glad I did! Firstly the ambiance is perfect... great lighting, super casual, and the best part of it all was the music selection! Music from the 90's (Elliot Smith) I haven't listened to in forever. The food was top notch. I ordered an amazing salad, stuffed dates and the lamb meatballs and everything was perfect! The next time I come back to Seattle I will return! The service was incredible as well. The server was knowledgeable and gave great recommendations."
"Solo","https://www.yelp.com/adredir?ad_business_id=8e3MieLe25mitGD8O9O91A&campaign_id=MeDK1gEqomqvMWDp4kPKgg&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsolo-seattle&request_id=08690f5522864705&signature=0cce65695678b327ec0c942e31e319c9a6682aab9bdd6e45605dafdefdcf89cb&slot=0","Amirah K.","Great bar , with an excellent atmosphere! Truly this is a ""good vibe"" Seattle gem right in the heart."
"Solo","https://www.yelp.com/adredir?ad_business_id=8e3MieLe25mitGD8O9O91A&campaign_id=MeDK1gEqomqvMWDp4kPKgg&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsolo-seattle&request_id=08690f5522864705&signature=0cce65695678b327ec0c942e31e319c9a6682aab9bdd6e45605dafdefdcf89cb&slot=0","Austin K.","I went there at Happy Hour today. I ordered the cheapest draft beer ($2.50). The male waiter in glasses laughed at me and said ""That's all?"" sarcastically. I ordered the second glass and the waiter still laughed at me. I don't think I'm going back there again unless they hire a friendlier waiter."
"Buca di Beppo Italian Restaurant","https://www.yelp.com/adredir?ad_business_id=8fUje2Qjf55GamblvsKG8A&campaign_id=Y-_0e-w7IQyh3uhQVQ8vtQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbuca-di-beppo-italian-restaurant-seattle-3&request_id=08690f5522864705&signature=364caef71f34f8e74a8a54b3316b528c144f8fc9136a74be6851fdc6c450f208&slot=1","Bob G.","I came in today to troubleshoot a phone and computer. By the time I was done, I was starving! I hadn't been to this location since our kids were teenagers and I didn't realize that they started serving lunch about a year ago. After I was finished with my work I sat in the bar and looked over their lunch menu. I really had a hard time trying to decide but it came down to the lasagna or the meatball sandwich. The bartender told me the lasagna was her favorite of the two so I went with it. It was much better than I expected and was comparable to my homemade lasagna. Even though the lunch portions are ""lunch"" size it was almost more than I could eat. I was glad I didn't go with a salad or garlic bread because I would have definitely over indulged. The only let down was I was so hungry that I forget to take a picture to post here. If you're in their neighborhood stop in for lunch.
I can't say much about their family style dinners since it's been so long. It was always a fun atmosphere with a small group and a great place to feed teenagers. It sounds like that part hadn't changed."
"Buca di Beppo Italian Restaurant","https://www.yelp.com/adredir?ad_business_id=8fUje2Qjf55GamblvsKG8A&campaign_id=Y-_0e-w7IQyh3uhQVQ8vtQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbuca-di-beppo-italian-restaurant-seattle-3&request_id=08690f5522864705&signature=364caef71f34f8e74a8a54b3316b528c144f8fc9136a74be6851fdc6c450f208&slot=1","Brandon V.","Buca di Beppo might be the most flamboyantly fun restaurant in Seattle!
Went there for my birthday recently and had an absolutely fabulous time. The food was delicious but you have to know what to order. The meatballs, meatballs, meatballs galore! Do yourself a favor and order the Brussels sprouts, garlic cheese bread and a pizza too! Also don't forget a few 22oz beers ;)
The servers are friendly, the atmosphere is ridiculous and festive and the laughter fills the dining room and goes through the roof. The place is clean and well maintained, decorations everywhere.
Highly recommended :)"
"Buca di Beppo Italian Restaurant","https://www.yelp.com/adredir?ad_business_id=8fUje2Qjf55GamblvsKG8A&campaign_id=Y-_0e-w7IQyh3uhQVQ8vtQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbuca-di-beppo-italian-restaurant-seattle-3&request_id=08690f5522864705&signature=364caef71f34f8e74a8a54b3316b528c144f8fc9136a74be6851fdc6c450f208&slot=1","Alice X.","This place is OK, just OK for me because I'm not a die hard fan of pasta. It's perfect for a large group of hungry people. Portions are huge! You'll have food for days!
The decor of the restaurant is basically your classic Italian restaurant.
The place is also kids friendly. Kids get crayons to draw.
The servers are also really nice and efficient."
"Buca di Beppo Italian Restaurant","https://www.yelp.com/adredir?ad_business_id=8fUje2Qjf55GamblvsKG8A&campaign_id=Y-_0e-w7IQyh3uhQVQ8vtQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbuca-di-beppo-italian-restaurant-seattle-3&request_id=08690f5522864705&signature=364caef71f34f8e74a8a54b3316b528c144f8fc9136a74be6851fdc6c450f208&slot=1","Yuchen Z.","Oh Bucca....how I love thy for your large portions and delicious pastas.
Atmosphere: very old school traditional/stereotypical Italian restaurant with the red & white table cloths and Christmas decor all around. Large pasta sauces every where and pictures of people that have eaten there on the walls.
Food:
Huge portions - they only feed 3 (small) or 5 (large) and there's still plenty for leftovers. I come here with my partner and we get the small, and between the two of us, we can get in a total of 6 meals (so once sit down and 2 times eating the leftovers). But that applied mainly to their Sunday Family Dinners which I think is the best deal. You get garlic bread, salad, sausage, meatballs, and a giant bowl of ziti. We've come here many times for this special and it feeds up halfway through the week. Highly recommend!
+ We've come here for their other pastas as well and I have not been disappointed with their flavors. If you come here just for the pastas, I'd recommend coming with a group because if you order just one dish, there's a lack of variety. That's why some people complain about the prices. It really should be family style.
Overall, I highly recommend Bucca for their Sunday Family Dinners and Half Off Meatball Mondays. Otherwise, if you come here with a large group, it's good to order just a few dishes to share to offset the prices."
"Buca di Beppo Italian Restaurant","https://www.yelp.com/adredir?ad_business_id=8fUje2Qjf55GamblvsKG8A&campaign_id=Y-_0e-w7IQyh3uhQVQ8vtQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbuca-di-beppo-italian-restaurant-seattle-3&request_id=08690f5522864705&signature=364caef71f34f8e74a8a54b3316b528c144f8fc9136a74be6851fdc6c450f208&slot=1","Rebecca F.","First time back in 7 years!
Nice waiter, mediocre large portions of food, and found a hard piece of plastic in a dinner roll. Might be another 7 years until we return."
"Buca di Beppo Italian Restaurant","https://www.yelp.com/adredir?ad_business_id=8fUje2Qjf55GamblvsKG8A&campaign_id=Y-_0e-w7IQyh3uhQVQ8vtQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbuca-di-beppo-italian-restaurant-seattle-3&request_id=08690f5522864705&signature=364caef71f34f8e74a8a54b3316b528c144f8fc9136a74be6851fdc6c450f208&slot=1","Alexis M.","The portions are huge. They feed way more than the suggested serving on the menu. The food is pretty average tho, but their caesar salad is amazing. Also don't come here if you are vegan, all of their pasta includes eggs."
"Buca di Beppo Italian Restaurant","https://www.yelp.com/adredir?ad_business_id=8fUje2Qjf55GamblvsKG8A&campaign_id=Y-_0e-w7IQyh3uhQVQ8vtQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbuca-di-beppo-italian-restaurant-seattle-3&request_id=08690f5522864705&signature=364caef71f34f8e74a8a54b3316b528c144f8fc9136a74be6851fdc6c450f208&slot=1","Marlowe C.","Enjoyed the hospitality, the supremo pizza was delicious parking across the street. Cozy and comfortable seating looking forward to coming back."
"Buca di Beppo Italian Restaurant","https://www.yelp.com/adredir?ad_business_id=8fUje2Qjf55GamblvsKG8A&campaign_id=Y-_0e-w7IQyh3uhQVQ8vtQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbuca-di-beppo-italian-restaurant-seattle-3&request_id=08690f5522864705&signature=364caef71f34f8e74a8a54b3316b528c144f8fc9136a74be6851fdc6c450f208&slot=1","A H.","I ordered food for my staff of 4 people. This location is 0.6 miles away, which is an 11 minute walk. It took the delivery driver 85 minutes to arrive at our location. The food is cold and soggy. No apology or reimbursement was given. We will never patronize from this establishment again."
"Buca di Beppo Italian Restaurant","https://www.yelp.com/adredir?ad_business_id=8fUje2Qjf55GamblvsKG8A&campaign_id=Y-_0e-w7IQyh3uhQVQ8vtQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbuca-di-beppo-italian-restaurant-seattle-3&request_id=08690f5522864705&signature=364caef71f34f8e74a8a54b3316b528c144f8fc9136a74be6851fdc6c450f208&slot=1","Nichole B.","Very good italian food! Huge portions and great service. I recommend the baked ziti, chicken carbonara and the chopped antipasto salad."
"Buca di Beppo Italian Restaurant","https://www.yelp.com/adredir?ad_business_id=8fUje2Qjf55GamblvsKG8A&campaign_id=Y-_0e-w7IQyh3uhQVQ8vtQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbuca-di-beppo-italian-restaurant-seattle-3&request_id=08690f5522864705&signature=364caef71f34f8e74a8a54b3316b528c144f8fc9136a74be6851fdc6c450f208&slot=1","Tony J.","Family style Italian restaurant on Westlake Ave in SLU. Went there for lunch with a party of a dozen people on a weekday, and we were one of the first parties to arrive. Mid-size interior with interesting decor. Services was pretty good.
Their menu has individual-portion options, but they also have a lot family-style options that's meant to serve a couple of people. We ended up ordering two salads, three pastas, and two tiramisu cakes for dessert. The salad, pasta and garlic bread servings were huge. We probably finished less than half of the food. I like the garlic bread and the tiramasu. The pasta and the salads were alright. Lots of quantity, but average quality. Two of the pastas looked and tasted kind of the same even though one was supposed to be spicy. Overall, a decent option to feed Italian food to large parties."
"Buca di Beppo Italian Restaurant","https://www.yelp.com/adredir?ad_business_id=8fUje2Qjf55GamblvsKG8A&campaign_id=Y-_0e-w7IQyh3uhQVQ8vtQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbuca-di-beppo-italian-restaurant-seattle-3&request_id=08690f5522864705&signature=364caef71f34f8e74a8a54b3316b528c144f8fc9136a74be6851fdc6c450f208&slot=1","Christy K.","I was a fan of buca but you need to control your delivery drivers. Please hire safe drivers that won't curse and scream out of their cars while making illegal turns in a buca vehicle. It was absolutely insane.
This is regarding an incident around noon on 5/30/19.
I was in a right turn lane on Howell and Boren turning, when the buca car pulled up next to me (from behind) in the middle no turn lane. Oncoming traffic made it impossible to make the turn for a bit, but seems like she got impatient.
She pulled up and started screaming obscenities, pulled up in the middle of the intersection, illegally blocking, then made an illegal turn while continuing to screech at me.
So angry Seattle driving, just in a buca car and on meth.
Not a great look.
Please sit down and have a conversation with your staff about driving like normal people.
I road rage too--everyone does from time to time. But your drivers endangered people around them, and that driver at noon today should not be driving for you, let alone on the road to begin with.
In terms of food, I did like the pasta month a couple months back. The pappardele was great. But it's not worth supporting a business that endangers peoples lives."
"Buca di Beppo Italian Restaurant","https://www.yelp.com/adredir?ad_business_id=8fUje2Qjf55GamblvsKG8A&campaign_id=Y-_0e-w7IQyh3uhQVQ8vtQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbuca-di-beppo-italian-restaurant-seattle-3&request_id=08690f5522864705&signature=364caef71f34f8e74a8a54b3316b528c144f8fc9136a74be6851fdc6c450f208&slot=1","Mike L.","Very italian decor, nice staff. Portion is huge, for family-style sharing. Parking is a bit difficult, need to go around to find it. And it doesn't help that there is lots of traffic during rush hours.
The food selection is good, salmon is good. If your birthday is nearby, then you get one big scoop of ice cream for free!"
